texts,LN1,LN2,LN3,LN4,LN5,LN6,LN7,LN8,LN9,LN10,sentence_index
该合同对广发银行武汉分行给予信诚和公司授信额度的相关事项进行了明确约定。,0,0,0,1,0,1,0,0,0,0,757
依据转让协议，原告成为了上述逾期贷款的合法债权人，是本案适格的原告。,1,0,0,0,0,0,0,0,0,0,3329
一、被告圣为控股有限公司于本判决生效之日起十日内偿还原告中国信达资产管理股份有限公司浙江省分公司垫款本金8204574.17元及逾期利息（截止2016年7月20日，逾期利息为4919082.11元，之后的逾期利息按日万分之五计算至本判决确定的履行之日止），前述债务应扣除原告已领取执行款中分配给本案债务的受偿金额。,0,0,0,0,1,0,0,0,0,0,6269
四、被告温州市雅尚电器有限公司对上述第一项债务承担连带偿还责任，包括上述债务在内对其签订的《最高额保证合同》项下担保的所有债务承担连带偿还责任的总额以2700万元为限；,0,0,0,0,0,0,1,0,0,1,623
2005年12月16日，中国工商银行广东省分行与中国信达资产管理公司深圳办事处在《南方日报》上刊登了《中国工商银行广东省分行与中国信达资产管理公司深圳办事处债权转让通知暨债务催收联合公告（三）》，将债权转让事宜通知了两被告，并向两被告催收欠款本息。,1,0,0,0,0,0,0,1,0,0,3635
交通银行银行垫付票款的，药业公司应立即偿还垫付并按照每日万分之五的利率支付利息。,0,0,0,0,1,0,0,0,1,0,4989
重组债务是指联邦伟业公司依据与华鑫信托公司所签订的编号为华鑫单信字2011016号的-回购的《“祥云国际”特定资产收益权回购协议》及华鑫信托公司与华融北分公司签订的编号为（2013华融京资产字第54号）的《债权转让协议》，依法应向华融北分公司清偿的债务；,1,0,0,1,0,1,0,0,0,0,6124
据此，原审法院依照《中华人民共和国民事诉讼法》第一百四十四条、《中华人民共和国民法通则》第一百四十条、《中华人民共和国合同法》第六十条、第二百零七条、《最高人民法院关于适用〈中华人民共和国担保法〉若干问题的解释》第三十四条第二款的规定上，判决：一、由雷云公司于本判决发生法律效力之日起十日内偿付戈力借款本金130万元及利息182893元（从2000年11月29日至2003年12月31日），合计1482893元；,0,0,0,0,1,0,0,0,1,0,4601
湖南省岳阳市中级人民法院于2011年12月25日受理岳阳建材的破产申请并于当日宣告其破产后，虽然涉案债权当时的债权人长城长沙办事处已依法申报了债权，且岳阳建材的破产清算程序至今尚未终结，但因湖南省岳阳市中级人民法院已于2012年4月19日裁定确认，岳阳建材的可供分配的破产财产不足以清偿第一顺序的职工债权，第二、三顺序应清偿的债权的清偿率为零，华融深圳公司于2012年11月20日受让涉案债权时，就已确切知晓涉案债权不可能再从岳阳建材处获得清偿，其在此后向本院提起本案诉讼，并不违反《最高人民法院关于适用﹤中华人民共和国担保法﹥若干问题的解释》第四十四条第二款关于防止债权人就其债权从破产债务人和保证人处获得双重受偿的规定，华融深圳公司提起本案诉讼的时间，符合法律规定。,0,0,0,0,0,0,0,0,0,0,4010
现该债权已转给杨林镇人民政府，酿成本案纠纷。,1,0,0,0,0,0,0,0,0,0,1980
原告起诉要求：1、被告支付代偿的借款126000元，专项分期手续费892.50元以及借款本金126000元自2016年11月2日起至实际履行日止按月利率1.5%计算的利息；,0,1,0,0,1,0,0,0,1,0,2792
虽然上述房地产登记的××仍是交行中山分行，但交行中山分行在与信达公司广州办事处签订的债权转让协议中明确从权利（包括抵押权）一并转让，交行中山分行在诉讼过程中对此也予以确认，其他各债权人在转让涉案债权时也均明确约定相应的从权利（包括抵押权）一并转让，可以认定阮子文在受让涉案债权的同时一并受让了抵押权，故依照《中华人民共和国物权法》第一百七十九条第一款及第一百九十五条的规定，阮子文主张对该抵押房地产享有优先受偿权合法有据，本院予以支持。,1,0,0,0,0,0,0,0,0,0,6002
（3）催款通知书上加盖的是公章，不是财务专用章。,0,0,0,0,0,0,0,0,0,0,2336
四、被告浙江琥珀经贸有限公司对上述第一项债务承担连带偿还责任，但其承担连带偿还责任的范围与编号为2013年市中（保）字0013号《最高额保证合同》项下担保的其他债务合计不超过2000万元。,0,0,0,0,0,0,1,0,0,1,4782
一、由被告延川县兴旺综合有限责任公司于判决生效后五日内一次性偿还原告陕西蔚蓝科技环保工程有限公司借款本金190万元及利息（从2009年3月27日至2010年3月26日，按年利率7.434%计息；,0,0,0,0,1,0,0,0,1,0,2429
宝安路支行起诉的上述案件因涉及刑事侦查而构成时效中断，直至深圳市公安局撤销刑事案件并将案件退回本院之日即2010年12月29日诉讼时效重新起算。,0,0,0,0,0,0,0,0,0,0,59
一、由河曲县沙坪乡沙坪村委会负责从被告河曲县沙坪双口煤矿的清算财产中清偿给付原告刘治岐、赵欢债权271400元及利息241316.37元，以上本金、利息合计512716.37元。,0,0,0,0,1,0,0,0,1,0,272
一、被告成源汽车部件制造有限公司应在本判决生效后10日内偿付原告中国信达资产管理股份有限公司浙江省分公司借款本金450万元、期内利息61950元、及逾期利息（从2014年3月21日至实际履行之日止，以借款本息之和为基数，按年利率12.6%计算）；,0,1,0,0,1,0,0,0,1,0,4317
恩平市公有企业管理有限公司在该证明上注明“情况属实”的内容，并加盖公章。,0,0,0,0,0,0,0,0,0,0,91
房产已办理了抵押登记，登记编号为温房他证乐清市字第123797号。,0,0,0,0,0,0,0,0,0,0,3270
一、被告康明（郑州）置业有限公司于判决生效后十日内返还原告河南省豫创投资有限公司借款本金475868.53元及利息总额的90%（利息自2005年4月1日起计算至判决确定的还款之日止，按中国人民银行同期同类贷款利率计算）；,0,0,0,0,1,0,0,0,1,0,392
本案借款已于2014年12月19日到期，被告天恒公司未偿还债务，本案抵押人和各保证人也均未履行还款责任。,0,0,0,0,0,0,0,0,0,0,319
双方约定，被告李美英、张广发、张广珠、郭原光、陈志华、刘秀为被告华杰公司在工商银行东坑支行处的借款在25000000元的最高余额内提供连带责任保证担保；,0,0,0,0,0,0,1,0,0,0,1534
为维护自身合法权益，原告起诉要求：1.判令浙江博克电器有限公司归还贷款本金9699400元，利息1442300元（利息暂计算至2014年4月21日），合计11141700元，并支付自2014年4月22日起至贷款实际还清日止按照合同约定计算的利息、罚息及复利，利随本清；,0,1,0,0,1,0,0,0,1,0,7365
2011年4月29日，关闭恩平市20家城乡信用社清算组（以下简称清算组）通过南方联合产权交易中心以公开挂牌转让的方式将恩平市20家城乡信用社资产及债权的整体资产包以总金额146，000，000.00元转让给广东粤财资产管理有限公司（以下简称粤财公司）。,1,0,0,0,0,0,0,0,0,0,70
在2017年7月26日庭审中，原告将上述第1项诉讼请求变更为判令被告宝瑞公司向原告支付借款本金3000000元、支付利息并赔偿利息损失538794.64元，共计3538794.64元。,0,1,0,0,1,0,0,0,1,0,5790
如果未按本判决指定的期间履行金钱给付义务，应当依照《中华人民共和国民事诉讼法》第二百五十三条之规定，加倍支付迟延履行期间的债务利息。,0,0,0,0,0,0,0,0,0,0,487
本院认为，本案中，双方当事人对于借款的事实、欠款的金额以及债权转让的事实均无异议，本院予以确认。,1,0,0,0,0,0,0,0,0,0,4684
东方公司将该债权再转让给英桥公司，不具有《合同法》规定的无效情形，而原告英桥公司的受让行为符合债权转让的相关规定，因此转让债权行为合法有效，故原告英桥公司依法享有本案的债权。,1,0,0,0,0,0,0,0,0,0,5217
被告宋文军、陈凤永共同担保代偿原告中国东方资产管理公司杭州办事处信用证垫款本金7479328元、罚息及复利755991.18元（计算至2014年3月3日止）及从2014年3月4日起至本判决确定的履行日止按月利率15‰分别计算的罚息及复利，款限于本判决发生法律效力之日起十日内履行（如银行汇款，可将履行款汇至以下账户，开户银行：中国农业银行余姚市支行，户名：余姚市人民法院执行款专户。,0,0,0,0,1,0,0,0,1,0,4096
该《债权转让公告》还记载了其他事项。,1,0,0,0,0,0,0,0,0,0,6027
经审理查明，2010年3月31日被告蒋连平、武金岗与张会亭信用社签订保证担保借款保合同一份，主要内容为：借款用途为贷新还旧，借款金额为10000元，借款期限自2010年3月31日起至2013年3月31日止，贷款利率为9.9‰，还款方式为利随本清，被告武金岗作为保证人对借款人的债务（包括贷款本金、利息及实现债权的费用）承担连带保证责任，保证期间自借款之日起至借款到期后的二年。,0,1,1,1,0,0,1,0,0,1,1076
被告凯恩公司与招行中山支行签订的《授信协议》及《借款合同》，被告黄永鑫与招行中山支行签订的《最高额抵押合同》及被告黄友根、黄永鑫、张宜强与招行中山支行签订的《最高额不可撤销担保书》均系当事人的真实意思表示，且不违反我国法律和行政法规的强制性规定，合法有效，合同各方均应按约履行自己的义务。,0,0,1,1,0,1,0,0,0,1,5148
2014年3月21日，淄博工商银行高新支行分别向怡浦公司、恒祥公司发出《主债权确定函》，通知两公司16030011-2012年高新（抵）字0045号《最高额抵押合同》担保的主债权已确定，即为16030011-2012年（高新）字0141号《小企业借款合同》项下的全部债权。,0,0,1,0,0,0,0,0,0,0,6246
2015年11月18日，就涉案债权等转让事宜平安银行股份有限公司宁波分行与浙商公司通过报纸公告方式告知了相关借款人及担保人。,1,0,0,0,0,0,0,0,0,0,4222
五、判令被告朱爱武对上述第一项债务在1.46亿元的最高额保证范围内承担连带清偿责任；,0,0,0,0,0,0,1,0,0,0,6063
2012年10月18日，中国信达资产管理股份有限公司深圳市分公司与原告富昌公司签订《债权转让合同》，将本案两笔债权转让给原告富昌公司，并约定在原告富昌公司支付完毕标的债权/任何一批标的债权全部转让价款之日，该标的的债权/该批标的的债权从中国信达资产管理股份有限公司深圳市分公司转移至原告富昌公司。,1,0,0,0,0,0,0,0,0,0,4419
一、被告江苏名禾国际贸易有限公司于本判决发生法律效力之日起十日内，一次性返还原告中国信达资产管理股份有限公司江苏省分公司借款本金750万元。,0,0,0,0,1,0,0,0,0,0,5731
2001年12月17日，中国工商银行惠阳市支行向被告惠阳物业开发（集团）实业发展公司发出《催收贷款通知书》，被告惠阳物业开发（集团）实业发展公司、惠阳物业开发（集团）公司分别在该通知书上的借款人、担保人处签章确认。,0,0,0,0,0,0,0,1,0,0,3656
2013年4月12日，工行义乌分行与被告虞卫东、王雪萍签订了编号2013年证字第10618号《最高额保证合同》，约定被告虞卫东、王雪萍在6100万元范围内为尊宇公司在2013年4月12日至2014年4月11日期间内发生的借款本金及由此产生的利息、罚息、复利、违约金、损害赔偿金，按《民事诉讼法》有关规定确定由借款人和担保人承担的延迟履行债务利息和延迟履行金以及债权人实现债权的一切费用等向工行义乌分行提供连带责任保证。,0,0,0,0,0,0,1,0,0,1,4265
